ID,eC_number,logFC,AveExpr,t,P.Value,adj.P.Val,B
BJEIHDPM_00658,inference=ab initio prediction:Prodigal:2.6,-4.830697871,7.60611574,-19.47429985,4.98939280307116e-24,5.12721543082194e-23,44.40905691
BJEIHDPM_02709,inference=ab initio prediction:Prodigal:2.6,-4.831893379,6.822041307,-19.47088577,5.02592808682755e-24,5.15372412151398e-23,44.29143648
BJEIHDPM_05282,dmlR_16,5.366346309,8.637130354,19.45955246,5.14917576500251e-24,5.2688474405644e-23,44.56330946
BJEIHDPM_01112,fadL_1,-5.087807789,7.105451926,-19.45609118,5.187427165638e-24,5.29669424848867e-23,44.27543855
BJEIHDPM_02329,2.3.3.9,-5.014799971,7.003018084,-19.45223039,5.23043533330733e-24,5.32926946168617e-23,44.27919877
BJEIHDPM_00942,cph2_2,-5.293806356,7.818386433,-19.44258815,5.33944112255583e-24,5.41766772906814e-23,44.37533023
BJEIHDPM_02406,inference=ab initio prediction:Prodigal:2.6,-5.007445042,8.031222624,-19.44255914,5.33977252729575e-24,5.41766772906814e-23,44.39135716
BJEIHDPM_03360,fadL_2,-5.324046591,7.318909564,-19.44056308,5.36262708790036e-24,5.42937708751769e-23,44.27469414
BJEIHDPM_02268,czcA_4,-5.029459396,7.178418152,-19.43633685,5.41134634614619e-24,5.45666309303021e-23,44.27201912
BJEIHDPM_01767,ynbC,-5.082247694,6.769807552,-19.43625291,5.41231846693557e-24,5.45666309303021e-23,44.19008316
BJEIHDPM_03137,2.7.13.3,-4.90611219,7.335263386,-19.43096662,5.47390458279814e-24,5.507184086551e-23,44.27050594
BJEIHDPM_00905,2.1.1.-,-5.507151842,6.667786654,-19.4225692,5.57320748447153e-24,5.58589600192e-23,44.08447027
BJEIHDPM_00682,2.2.1.1,-5.733168363,6.309120921,-19.42238382,5.5754202644711e-24,5.58589600192e-23,43.94449156
BJEIHDPM_01929,3.1.4.52,-4.939573281,8.022306313,-19.41781981,5.63018168028372e-24,5.62900872576699e-23,44.36972537
BJEIHDPM_00390,inference=ab initio prediction:Prodigal:2.6,-5.361702301,6.892786138,-19.41469567,5.66798248258155e-24,5.65502036048002e-23,44.15742266
BJEIHDPM_01724,inference=ab initio prediction:Prodigal:2.6,-4.660824787,7.32591726,-19.41260575,5.69341382129182e-24,5.66860849136503e-23,44.27023906
BJEIHDPM_01247,dbxref=COG:COG1305,-4.505490903,6.886352906,-19.39752577,5.88039575972315e-24,5.8426540892156e-23,44.17349253
BJEIHDPM_04153,3.1.-.-,-3.187983643,10.09296623,-19.38940076,5.98372237904083e-24,5.93303382169772e-23,44.38230679
BJEIHDPM_01233,ureG_1,-5.321085856,6.602607844,-19.38229824,6.07556055240409e-24,6.01167321463654e-23,44.03125146
BJEIHDPM_01139,dppA_3,-5.122463491,7.043209542,-19.38104663,6.0918926078437e-24,6.01543058128435e-23,44.11943939
BJEIHDPM_02336,phnU,-5.178349751,6.614540446,-19.37969548,6.10957372895851e-24,6.02050191484022e-23,44.03316777
BJEIHDPM_01971,inference=ab initio prediction:Prodigal:2.6,-5.026190263,6.865133731,-19.37406228,6.18385475388915e-24,6.0812129024414e-23,44.09360979
BJEIHDPM_00135,inference=ab initio prediction:Prodigal:2.6,-5.133824158,6.884762349,-19.3704083,6.23252862165265e-24,6.11654496018631e-23,44.05207353
BJEIHDPM_01941,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P67127",-5.279635931,6.595053299,-19.36929794,6.24739676374145e-24,6.1186238916725e-23,44.00127648
BJEIHDPM_02731,3.1.2.-,-4.753073729,7.118759377,-19.36349638,6.32567126726598e-24,6.18266729360681e-23,44.11813305
BJEIHDPM_02744,2.1.1.174,-5.514066961,6.78090626,-19.35961482,6.37859835581104e-24,6.2209844356015e-23,43.97030738
BJEIHDPM_02177,csgA_1,-5.223170451,6.719093577,-19.35872457,6.39080084757562e-24,6.2209844356015e-23,43.99334944
BJEIHDPM_02360,1.13.12.3,-4.984083838,7.114842766,-19.3567084,6.41852414043094e-24,6.23532335018787e-23,44.10917765
BJEIHDPM_01302,4.1.99.17,-5.234805872,7.435322792,-19.35429655,6.45184931945514e-24,6.25503533011418e-23,44.12513245
BJEIHDPM_04408,2.4.1.18,-4.70986428,7.29917695,-19.35093338,6.49861354640912e-24,6.28767064701963e-23,44.13094869
BJEIHDPM_01754,inference=ab initio prediction:Prodigal:2.6,-5.726385114,6.324719704,-19.3410022,6.63873056664956e-24,6.41031549081514e-23,43.81378076
BJEIHDPM_04979,inference=ab initio prediction:Prodigal:2.6,-5.121210189,7.683348323,-19.33970848,6.65720863583667e-24,6.41524984806831e-23,44.13197198
BJEIHDPM_02122,inference=ab initio prediction:Prodigal:2.6,-5.022686043,6.632352641,-19.33426075,6.73559478201702e-24,6.4631675570836e-23,43.95661171
BJEIHDPM_00859,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q2YKI6",-5.111225406,6.854724179,-19.33361852,6.7448974151026e-24,6.4631675570836e-23,43.98864181
BJEIHDPM_00746,2.7.13.3,-5.442353801,7.014096109,-19.33345026,6.74733683287952e-24,6.4631675570836e-23,43.98808283
BJEIHDPM_04099,1.7.1.4,-5.085133798,6.211747108,-19.32775681,6.83041110694618e-24,6.52970974148102e-23,43.81183602
BJEIHDPM_02238,2.1.3.10,-4.788544824,6.335911284,-19.32304538,6.89994423019911e-24,6.58306806376253e-23,43.88422656
BJEIHDPM_00221,inference=ab initio prediction:Prodigal:2.6,-4.789976448,6.866906852,-19.31972856,6.94932739568292e-24,6.61702820870681e-23,43.98543795
BJEIHDPM_03027,inference=ab initio prediction:Prodigal:2.6,-4.855299563,7.05468928,-19.31278688,7.05384872058705e-24,6.70325148714797e-23,43.99638129
BJEIHDPM_00387,inference=ab initio prediction:Prodigal:2.6,-4.890012405,7.596847098,-19.3025469,7.21096471555981e-24,6.83901574505366e-23,44.06422873
BJEIHDPM_01775,inference=ab initio prediction:Prodigal:2.6,-5.070298753,7.939496647,-19.30102464,7.23462389872858e-24,6.84792112228767e-23,44.08259463
BJEIHDPM_03698,dbxref=COG:COG2308,-5.628529399,6.950412512,-19.29195619,7.37721550408922e-24,6.96914511892208e-23,43.87278581
BJEIHDPM_01630,3.6.1.-,-5.249844242,6.955295436,-19.28997805,7.40869826266921e-24,6.98513614195473e-23,43.91891879
BJEIHDPM_01945,inference=ab initio prediction:Prodigal:2.6,-4.880627843,7.189595069,-19.28588563,7.47426554540904e-24,7.03313732400353e-23,43.97525595
BJEIHDPM_02358,3.4.24.55,-5.065831966,6.825518862,-19.2724486,7.69373621937802e-24,7.22548730269964e-23,43.86628195
BJEIHDPM_00958,inference=ab initio prediction:Prodigal:2.6,-5.015728818,7.881029042,-19.26542433,7.81106759795682e-24,7.32135027394429e-23,44.01024491
BJEIHDPM_01879,4.2.1.20,-4.877342028,7.124241882,-19.25427123,8.00112392637857e-24,7.48487207069995e-23,43.89157321
BJEIHDPM_02421,potD_1,-5.570156097,6.602353124,-19.25073351,8.06238812171085e-24,7.52750984359735e-23,43.7120017
BJEIHDPM_01664,inference=ab initio prediction:Prodigal:2.6,-5.367525033,7.457686085,-19.24326898,8.19322745303302e-24,7.63481525186514e-23,43.88873691
BJEIHDPM_00477,2.7.7.7,-5.37872636,7.087915378,-19.24231908,8.21003205151787e-24,7.63564802620819e-23,43.83213778
BJEIHDPM_01056,nicP_2,-5.45565646,7.294007671,-19.23344716,8.36868861246932e-24,7.76815022267703e-23,43.83532025
BJEIHDPM_02405,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P45742",-5.399466032,7.234893091,-19.22587823,8.50651156843116e-24,7.88083957855234e-23,43.80075445
BJEIHDPM_01430,1.1.1.40,-4.989177128,7.647250187,-19.2230208,8.55914205031272e-24,7.9143203659828e-23,43.88765586
BJEIHDPM_01408,3.4.24.-,-4.940659121,6.669717927,-19.22024676,8.61055398238772e-24,7.94654780028436e-23,43.73987333
BJEIHDPM_02185,2.1.1.72,-4.976253238,7.213003093,-19.20409737,8.91616518208511e-24,8.21279783278818e-23,43.79325377
BJEIHDPM_00996,inference=ab initio prediction:Prodigal:2.6,-4.683323256,7.861070274,-19.19719088,9.05021617211752e-24,8.32030410153103e-23,43.8877964
BJEIHDPM_01909,2.5.1.-,-4.825563713,7.484574217,-19.18646731,9.26243653200243e-24,8.4991267527877e-23,43.81194934
BJEIHDPM_02387,inference=ab initio prediction:Prodigal:2.6,-5.223736926,6.763381965,-19.1844815,9.3022888611745e-24,8.5194053902245e-23,43.64869393
BJEIHDPM_03282,fatA_2,-4.580497791,7.716265355,-19.17688831,9.4562911173011e-24,8.64395068036724e-23,43.8160534
BJEIHDPM_00373,3.4.17.11,-5.24462235,7.065347817,-19.16252874,9.75466584756435e-24,8.89974171149454e-23,43.63747535
BJEIHDPM_02105,decR_1,-5.352737787,7.356102693,-19.16066042,9.79418618333067e-24,8.91884240869144e-23,43.7042608
BJEIHDPM_01136,inference=ab initio prediction:Prodigal:2.6,-5.280113957,6.814758467,-19.15925184,9.82408963196046e-24,8.92912995147316e-23,43.59751451
BJEIHDPM_01282,3.1.3.3,-5.32748429,6.474832052,-19.15653036,9.88212908118094e-24,8.96490311164222e-23,43.52697453
BJEIHDPM_02315,2.3.-.-,-5.951855051,6.483045165,-19.13725264,1.03033812497186e-23,9.3173688655794e-23,43.36697177
BJEIHDPM_00147,emrA,-5.164896817,7.224017449,-19.13697916,1.03094871173633e-23,9.3173688655794e-23,43.64279691
BJEIHDPM_00455,4.3.99.3,-5.055607032,6.535364238,-19.13439016,1.03674734754516e-23,9.3521626332128e-23,43.50482344
BJEIHDPM_01901,1.9.3.1,-5.031520145,6.754726951,-19.12459184,1.05899533887196e-23,9.53493176594094e-23,43.53182694
BJEIHDPM_02083,inference=ab initio prediction:Prodigal:2.6,-5.230820367,7.685151196,-19.11041432,1.0920510000999e-23,9.81414372561685e-23,43.651053
BJEIHDPM_04768,2.4.1.21,-5.02612781,7.249508606,-19.10927187,1.09476001032172e-23,9.82009960660548e-23,43.60775348
BJEIHDPM_01150,4.1.1.17,-5.605328213,7.171752301,-19.09505783,1.12904316798353e-23,1.01087279163301e-22,43.49253898
BJEIHDPM_04019,inference=ab initio prediction:Prodigal:2.6,-6.007198216,6.022596448,-19.0892937,1.14325571516054e-23,1.02169165308294e-22,43.13695297
BJEIHDPM_01566,nicP_3,-5.451398098,7.066218874,-19.08382892,1.15689846713203e-23,1.03196203415736e-22,43.49451684
BJEIHDPM_02887,cysNC,-4.951059971,7.131166201,-19.08133403,1.16318194713671e-23,1.0352514683478e-22,43.51817176
BJEIHDPM_02473,locus_tag=BJEIHDPM_02473,-3.901691539,7.833887039,-19.08065403,1.16490058951409e-23,1.0352514683478e-22,43.691176
BJEIHDPM_02675,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q2YKI6",-5.530449696,6.88790265,-19.07884068,1.16949631677259e-23,1.03741457009088e-22,43.43204284
BJEIHDPM_01680,inference=ab initio prediction:Prodigal:2.6,-4.983887946,7.457783489,-19.07151248,1.18825773024135e-23,1.05211233347384e-22,43.55873571
BJEIHDPM_01228,inference=ab initio prediction:Prodigal:2.6,-5.214968664,7.451183218,-19.0696463,1.19308427777774e-23,1.05444041419068e-22,43.5382538
BJEIHDPM_02138,6.3.1.11,-5.583977981,6.603405745,-19.05666191,1.22722364947301e-23,1.0826188040112e-22,43.31433986
BJEIHDPM_01988,inference=ab initio prediction:Prodigal:2.6,-4.702367797,7.053898416,-19.04475673,1.2593998389759e-23,1.10896510591657e-22,43.45810367
BJEIHDPM_04025,inference=ab initio prediction:Prodigal:2.6,-4.741930479,6.473000352,-19.04269107,1.26506959475003e-23,1.11191739655776e-22,43.3286187
BJEIHDPM_04049,1.5.3.1,-5.168223313,6.725062306,-19.02850081,1.30472800380174e-23,1.14467818834452e-22,43.34790656
BJEIHDPM_01478,pilQ,-5.145650699,7.117008142,-19.01520243,1.34304341196249e-23,1.17614330912555e-22,43.3736827
BJEIHDPM_03358,yhjX_2,-5.143085985,6.443792915,-19.01125977,1.35462191825637e-23,1.18412214675998e-22,43.2071243
BJEIHDPM_00697,2.4.-.-,-5.510058536,7.244939137,-19.00924099,1.36058983157089e-23,1.18533142281529e-22,43.356241
BJEIHDPM_02318,2.7.13.3,-5.596416641,7.467467551,-19.00912105,1.36094522602881e-23,1.18533142281529e-22,43.40449855
BJEIHDPM_02314,inference=ab initio prediction:Prodigal:2.6,-5.262388348,6.86384197,-19.00585077,1.37067231728437e-23,1.19164066134922e-22,43.29771246
BJEIHDPM_00262,bepC,-4.798000188,7.540862476,-19.00146517,1.38382806772925e-23,1.20062132327774e-22,43.41610309
BJEIHDPM_01534,sbp_1,-4.776642593,7.236957137,-19.00017433,1.38772474971855e-23,1.20062132327774e-22,43.37874223
BJEIHDPM_03050,yodF,-5.352998925,7.018498955,-18.99991541,1.38850767747269e-23,1.20062132327774e-22,43.29688303
BJEIHDPM_04362,2.7.11.1,-5.106155801,6.472656847,-18.99163722,1.41377872236162e-23,1.22027411665709e-22,43.19204215
BJEIHDPM_03595,ntrC,-5.497527459,6.834296178,-18.98957529,1.42014582459755e-23,1.22356908657875e-22,43.21756666
BJEIHDPM_00193,pleD_1,-4.968210161,7.479427374,-18.98323759,1.43989963509254e-23,1.2383652954855e-22,43.36284194
BJEIHDPM_01080,3.1.3.1,-4.985864766,7.434687617,-18.98180468,1.44440453215946e-23,1.24001741499701e-22,43.35567584
BJEIHDPM_02820,inference=ab initio prediction:Prodigal:2.6,-4.882601582,6.398592859,-18.97857959,1.45459635505883e-23,1.2465371264156e-22,43.1649747
BJEIHDPM_01748,ybaL,-5.031225276,6.694866939,-18.97669998,1.46056998733593e-23,1.24942519950537e-22,43.25119436
BJEIHDPM_02904,lpoA,-4.977381911,7.016815187,-18.97480874,1.46660582568302e-23,1.25235611342577e-22,43.28445182
BJEIHDPM_05006,3.6.4.13,-5.096726716,6.984279637,-18.9671098,1.49144024407426e-23,1.27130048513541e-22,43.25201303
BJEIHDPM_00622,inference=ab initio prediction:Prodigal:2.6,-5.158230503,6.456469048,-18.96595973,1.49518659612663e-23,1.27223412673966e-22,43.13533611
BJEIHDPM_02129,gsiB_3,-4.98069661,7.062355117,-18.96457296,1.49971679143945e-23,1.27383024462264e-22,43.25796547
BJEIHDPM_01924,cc4,-4.922842531,6.780480174,-18.95861749,1.51933116024973e-23,1.28821028940609e-22,43.21008387
BJEIHDPM_04583,btuB_4,-5.688765077,6.842961846,-18.95039397,1.54684576828685e-23,1.30922625079517e-22,43.1523335
BJEIHDPM_01889,inference=ab initio prediction:Prodigal:2.6,-5.034761748,7.662490021,-18.94291387,1.57231378157775e-23,1.32843905594923e-22,43.30930155
BJEIHDPM_02350,2.7.7.65,-5.553502795,6.85139022,-18.93769167,1.59034704402021e-23,1.34131378985114e-22,43.10032637
BJEIHDPM_03774,fpvA_2,-5.170644548,6.729609876,-18.92720978,1.62718160049626e-23,1.36997271943536e-22,43.13034846
BJEIHDPM_02755,dbxref=COG:COG2200,-4.976139454,7.89510142,-18.8918883,1.75782962326349e-23,1.47737729632951e-22,43.22642798
BJEIHDPM_01524,metQ_2,-5.302668398,7.264051083,-18.87683611,1.81670697063914e-23,1.52419173987714e-22,43.0982768
BJEIHDPM_04030,1.10.3.10,-5.874407781,7.381273591,-18.87504301,1.82385338479871e-23,1.52668239505292e-22,43.06442921
BJEIHDPM_00070,3.4.21.-,-5.171422717,7.032728588,-18.87440728,1.82639400768994e-23,1.52668239505292e-22,43.05046794
BJEIHDPM_01978,1.4.3.-,-4.853135937,6.83877901,-18.87370134,1.82921937310988e-23,1.52668239505292e-22,43.05810891
BJEIHDPM_02896,1.10.2.2,-4.998952849,7.019856669,-18.85930239,1.88783039887855e-23,1.57286425073232e-22,43.03648089
BJEIHDPM_05096,fcuA,-5.450693414,6.480524839,-18.85784839,1.89385426608948e-23,1.57514846151879e-22,42.87808941
BJEIHDPM_00026,mcpQ_1,-5.505123265,6.351769924,-18.85566462,1.90293837363409e-23,1.57996561506401e-22,42.82131334
BJEIHDPM_01859,ydeP_2,-4.880714278,8.404362784,-18.84610119,1.94324646766365e-23,1.61064590644523e-22,43.18754832
BJEIHDPM_03880,4.2.2.-,-5.056843732,6.955418459,-18.84426596,1.95108055123688e-23,1.61435095954928e-22,43.0099394
BJEIHDPM_00347,xylR,-5.376188805,7.179965461,-18.84111938,1.96458733893092e-23,1.62050550210451e-22,42.99948412
BJEIHDPM_03029,kgtP_2,-5.081027218,7.755966277,-18.84096039,1.96527235304193e-23,1.62050550210451e-22,43.09036467
BJEIHDPM_05004,inference=ab initio prediction:Prodigal:2.6,-5.250885434,7.302466474,-18.8384296,1.97620881476425e-23,1.6267283193917e-22,43.03445801
BJEIHDPM_01460,2.4.1.-,-4.718152486,6.500968165,-18.83641644,1.98495272290762e-23,1.63112810226604e-22,42.91689806
BJEIHDPM_01555,2.6.1.19,-4.97849442,6.710554816,-18.8300872,2.01270048946438e-23,1.65110250409223e-22,42.93753184
BJEIHDPM_01167,inference=ab initio prediction:Prodigal:2.6,-5.306578235,7.118488015,-18.82817795,2.02114810584526e-23,1.65520303070843e-22,42.95720849
BJEIHDPM_00448,inference=ab initio prediction:Prodigal:2.6,-5.536098055,6.470991965,-18.82405354,2.03952032408028e-23,1.66740341316205e-22,42.81440652
BJEIHDPM_04460,1.3.99.31,-5.483384481,6.920489571,-18.81496898,2.08059006409117e-23,1.69493381778555e-22,42.88731321
BJEIHDPM_00551,mdtA_1,-4.773258446,6.913604193,-18.81480843,2.08132338029767e-23,1.69493381778555e-22,42.9344341
BJEIHDPM_03854,yadV_3,5.919410847,7.435727296,18.81426878,2.08379027400182e-23,1.69493381778555e-22,43.10554503
BJEIHDPM_02247,2.6.1.62,-5.216293305,7.115326237,-18.81231902,2.09272807459169e-23,1.69932352452885e-22,42.94196675
BJEIHDPM_00822,inference=ab initio prediction:Prodigal:2.6,-5.511347381,6.931339657,-18.81120402,2.09785681280845e-23,1.70061061565333e-22,42.87845481
BJEIHDPM_02446,inference=ab initio prediction:Prodigal:2.6,-5.303966317,7.158950463,-18.80859608,2.10990276425373e-23,1.70749129269033e-22,42.92881089
BJEIHDPM_01997,pctC_2,-4.960213995,6.999759324,-18.79677282,2.16540412646433e-23,1.74945697018558e-22,42.90249704
BJEIHDPM_02216,inference=ab initio prediction:Prodigal:2.6,-4.882277213,7.129608787,-18.78089722,2.24227590144493e-23,1.80851799177046e-22,42.89867255
BJEIHDPM_04941,2.4.1.-,-5.338681869,7.11600344,-18.77791931,2.25700214751429e-23,1.81734115871159e-22,42.86196519
BJEIHDPM_02652,inference=ab initio prediction:Prodigal:2.6,-4.984594939,7.809988127,-18.77538933,2.26959065734637e-23,1.82441634247993e-22,42.97201225
BJEIHDPM_01207,livH_2,-5.53363783,7.226683555,-18.77427644,2.27515075168385e-23,1.82582750122588e-22,42.86277618
BJEIHDPM_00269,inference=ab initio prediction:Prodigal:2.6,-4.955874059,6.476148653,-18.76863661,2.30354188744866e-23,1.84552546208115e-22,42.74073046
BJEIHDPM_01725,inference=ab initio prediction:Prodigal:2.6,-4.757168857,6.603677404,-18.76728091,2.31042016633624e-23,1.84795106304127e-22,42.8030294
BJEIHDPM_01407,3.4.24.-,-5.658488041,7.582801244,-18.75699439,2.36329631065084e-23,1.88709800246479e-22,42.85776702
BJEIHDPM_00741,inference=ab initio prediction:Prodigal:2.6,-6.243416778,6.551059628,-18.75054863,2.39705632801931e-23,1.91087596647254e-22,42.52732036
BJEIHDPM_02750,btsT,-5.143800587,7.005098035,-18.74971584,2.40145378768207e-23,1.91120675407732e-22,42.79966912
BJEIHDPM_01024,rnfH,-5.221952836,6.130689377,-18.74778098,2.41170242410105e-23,1.91618541941406e-22,42.58213746
BJEIHDPM_01155,osmY_1,-5.013962879,6.320635281,-18.74563766,2.42310725704132e-23,1.92206474818865e-22,42.63036858
BJEIHDPM_00637,2.6.1.88,-4.759126471,7.484163247,-18.72835014,2.51712812891177e-23,1.99334948690554e-22,42.82934423
BJEIHDPM_00050,chrA,-5.197231335,6.813160359,-18.72708716,2.52414103877921e-23,1.99561002390468e-22,42.70726795
BJEIHDPM_01695,2.8.3.-,-5.593816869,6.85000464,-18.72571856,2.53176288188486e-23,1.99834376154037e-22,42.69919972
BJEIHDPM_01708,inference=ab initio prediction:Prodigal:2.6,-5.737369631,6.376182366,-18.71851297,2.57227988097721e-23,2.02699033642195e-22,42.53017789
BJEIHDPM_02072,yecS_4,-4.741680001,7.15328581,-18.71421071,2.59678573312924e-23,2.0423277347534e-22,42.77079388
BJEIHDPM_05064,rhtA,-5.46725932,6.958104098,-18.71360504,2.60025473209904e-23,2.0423277347534e-22,42.69874494
BJEIHDPM_00371,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WK89",-4.64219631,7.209631451,-18.70113748,2.67272101803904e-23,2.0933609754538e-22,42.7381347
BJEIHDPM_00182,inference=ab initio prediction:Prodigal:2.6,-5.696953556,6.334755403,-18.70092843,2.67395348604538e-23,2.0933609754538e-22,42.46335992
BJEIHDPM_03725,2.7.1.180,-5.23955677,7.433336874,-18.69885379,2.68621601585653e-23,2.0995359381263e-22,42.73880483
BJEIHDPM_04744,bepE,-5.145375609,6.80849163,-18.6968862,2.69789869655424e-23,2.10523834874208e-22,42.63681369
BJEIHDPM_04574,5.4.99.9,-4.910480641,6.373467472,-18.69082514,2.73421311991781e-23,2.13011181209181e-22,42.57326215
BJEIHDPM_02853,inference=ab initio prediction:Prodigal:2.6,-5.648627941,6.582811533,-18.68979229,2.74045081891822e-23,2.13151109886362e-22,42.53320707
BJEIHDPM_01223,inference=ab initio prediction:Prodigal:2.6,-5.055398911,7.17543755,-18.68541205,2.76706604153764e-23,2.14872976267624e-22,42.68578828
BJEIHDPM_03724,proP_4,-5.572089887,6.939203979,-18.68150509,2.79102761410569e-23,2.16383546366611e-22,42.60100695
BJEIHDPM_00120,appA_2,-4.751204089,7.145823139,-18.68004,2.80006752160809e-23,2.16734258648342e-22,42.68122347
BJEIHDPM_01917,3.6.3.-,-5.869304809,6.562957851,-18.67800139,2.8126957294459e-23,2.17361140186971e-22,42.46744963
BJEIHDPM_00629,inference=ab initio prediction:Prodigal:2.6,-5.496960939,7.031207174,-18.67661083,2.8213429303313e-23,2.17678854062056e-22,42.6074108
BJEIHDPM_01621,3.5.3.12,-4.800956763,6.913048131,-18.67582542,2.82623893744365e-23,2.17706591666005e-22,42.64960532
BJEIHDPM_04066,cph2_3,-4.932522425,6.390757798,-18.67408557,2.8371154605549e-23,2.18170069918553e-22,42.53035324
BJEIHDPM_01505,inference=ab initio prediction:Prodigal:2.6,-5.390056476,7.338976495,-18.67324549,2.84238244590444e-23,2.18170069918553e-22,42.66720871
BJEIHDPM_04016,inference=ab initio prediction:Prodigal:2.6,-5.436836915,6.248301682,-18.67268624,2.84589422315095e-23,2.18170069918553e-22,42.39039531
BJEIHDPM_00329,3.4.21.83,-4.410876114,7.698914166,-18.67187841,2.85097474451016e-23,2.18210969679494e-22,42.7550412
BJEIHDPM_03030,inference=ab initio prediction:Prodigal:2.6,-5.307741128,6.712382121,-18.66903145,2.86895338122635e-23,2.19237377014414e-22,42.54541019
BJEIHDPM_01947,oxyR_2,-5.150101486,6.751989049,-18.66247651,2.91078845000439e-23,2.22080664094929e-22,42.56438833
BJEIHDPM_01493,1.1.1.-,-4.761631207,7.105988612,-18.66095141,2.92061074525731e-23,2.22476364547457e-22,42.64176351
BJEIHDPM_00633,2.3.3.13,-5.222110466,7.341354348,-18.65660606,2.94878222275357e-23,2.24266337353318e-22,42.63039649
BJEIHDPM_05060,locus_tag=BJEIHDPM_05060,-4.576200067,7.623610065,-18.654394,2.96322948918196e-23,2.25008517699117e-22,42.70296981
BJEIHDPM_04924,inference=ab initio prediction:Prodigal:2.6,-5.149847268,6.520049233,-18.6485909,3.00147403169404e-23,2.27552509922586e-22,42.47884483
BJEIHDPM_00505,5.4.99.27,-4.837442853,6.951887754,-18.64204629,3.0452090946426e-23,2.30504076422552e-22,42.55456989
BJEIHDPM_00785,algE,-5.180377797,6.893694043,-18.62675838,3.14991932103894e-23,2.3805453262466e-22,42.5155769
BJEIHDPM_01588,yhjX_1,-5.219534544,7.77136897,-18.62602778,3.155014263637e-23,2.38064676905565e-22,42.63468191
BJEIHDPM_02629,inference=ab initio prediction:Prodigal:2.6,-5.9617262,5.50833664,-18.62397676,3.16936214577502e-23,2.3877188285046e-22,41.96677902
BJEIHDPM_01556,1.1.1.79,-5.833881223,5.826291009,-18.61596596,3.22604125611808e-23,2.42661002948443e-22,42.06863403
BJEIHDPM_01798,2.5.1.-,-4.957059014,6.690585278,-18.61520452,3.23148217975608e-23,2.42689874501556e-22,42.45672918
BJEIHDPM_01021,recN,-5.505802981,7.060067217,-18.60793447,3.28390365419929e-23,2.4624146307035e-22,42.46667153
BJEIHDPM_02716,3.4.19.13,-5.286092962,6.958770268,-18.6003551,3.33947840148544e-23,2.50018047562069e-22,42.4543485
BJEIHDPM_00765,inference=ab initio prediction:Prodigal:2.6,-5.901522249,6.244416417,-18.59658396,3.36748577678947e-23,2.51472839184176e-22,42.15784998
BJEIHDPM_04674,ydeP_3,-5.351684876,6.616989278,-18.59632869,3.36939019786257e-23,2.51472839184176e-22,42.37690502
BJEIHDPM_03208,inference=ab initio prediction:Prodigal:2.6,-5.081625412,6.692761157,-18.59348442,3.39068438233061e-23,2.5266916693796e-22,42.38830863
BJEIHDPM_01028,pdhR_1,-5.460567382,6.529345169,-18.58524767,3.45312701258872e-23,2.56923357107182e-22,42.32185187
BJEIHDPM_03491,3.6.3.-,-5.053324207,6.487221773,-18.58251715,3.47408460084679e-23,2.58082538691389e-22,42.30965496
BJEIHDPM_02363,inference=ab initio prediction:Prodigal:2.6,-4.921486134,6.667462027,-18.58160514,3.4811133417879e-23,2.58204991147452e-22,42.39200482
BJEIHDPM_03114,oprB_2,-5.477365217,7.046292676,-18.57600059,3.52462626631383e-23,2.61029034753705e-22,42.38355022
BJEIHDPM_02814,inference=ab initio prediction:Prodigal:2.6,-5.731669338,6.437014154,-18.57491754,3.53309859491027e-23,2.61046146789133e-22,42.23624047
BJEIHDPM_00447,inference=ab initio prediction:Prodigal:2.6,-5.422600991,7.212725279,-18.57458086,3.53573651621039e-23,2.61046146789133e-22,42.42859411
BJEIHDPM_01406,3.4.24.-,-4.941764294,7.555785368,-18.56920003,3.57816970098755e-23,2.6377321651366e-22,42.49847441
BJEIHDPM_00997,inference=ab initio prediction:Prodigal:2.6,-4.790509219,7.069434369,-18.56682778,3.5970416645528e-23,2.64757713929277e-22,42.43191932
BJEIHDPM_02728,5.3.1.29,-5.238474471,6.919491518,-18.56242476,3.6323381595721e-23,2.66946260762428e-22,42.37922782
BJEIHDPM_00396,inference=ab initio prediction:Prodigal:2.6,-4.958794062,6.621429392,-18.55985527,3.65309906196604e-23,2.68061504562309e-22,42.32600267
BJEIHDPM_03645,1.9.3.1,-5.636423091,6.597581031,-18.5581469,3.66696919156089e-23,2.6866847557711e-22,42.24875089
BJEIHDPM_00201,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WMJ1",-5.239391472,7.015474824,-18.55098023,3.72574195693807e-23,2.72558470294906e-22,42.36410289
BJEIHDPM_03655,4.2.1.3,-5.174511205,7.18278889,-18.54857618,3.74567139241092e-23,2.73599345695282e-22,42.38719826
BJEIHDPM_00080,4.1.99.13,-5.461853057,6.337079481,-18.54391624,3.78461190140328e-23,2.75817121481517e-22,42.16146659
