ID,eC_number,logFC,AveExpr,t,P.Value,adj.P.Val,B
BJEIHDPM_03363,inference=ab initio prediction:Prodigal:2.6,-3.818068886,4.196855969,-9.913401705,4.6412612159067e-13,5.89087875565624e-13,19.58547293
BJEIHDPM_01559,mopII,-4.856804095,4.078963698,-9.907884322,4.72445753238772e-13,5.99488939659669e-13,19.54586385
BJEIHDPM_01453,tatA,-4.919843082,3.634494944,-9.898615826,4.86762775528527e-13,6.17492614264182e-13,19.49636565
BJEIHDPM_04452,gcvA_8,-4.488848955,4.334676946,-9.896600608,4.89933331234725e-13,6.21350437789494e-13,19.513715
BJEIHDPM_02176,inference=ab initio prediction:Prodigal:2.6,-2.824756796,7.182073183,-9.89473299,4.9289031833044e-13,6.24935439278146e-13,19.44403661
BJEIHDPM_03066,inference=ab initio prediction:Prodigal:2.6,-3.936714492,4.984434644,-9.89441593,4.93394107444459e-13,6.25408959753291e-13,19.54163103
BJEIHDPM_04360,cpdR,-4.942570498,4.01491834,-9.890190605,5.00157838251126e-13,6.33815016046252e-13,19.47628624
BJEIHDPM_04998,prsE_2,-4.602964972,3.597680507,-9.888607575,5.02715977560981e-13,6.36888589312341e-13,19.47799977
BJEIHDPM_05089,2.8.3.5,-4.424172809,4.054744536,-9.88389083,5.10416886469014e-13,6.46474172120559e-13,19.47878423
BJEIHDPM_04638,1.3.1.84,-5.022904092,4.43506492,-9.881425088,5.14490034614326e-13,6.51461128262309e-13,19.46410475
BJEIHDPM_05121,1.1.1.371,-4.703642299,3.826141239,-9.877300917,5.21376371608629e-13,6.60006649261359e-13,19.44496696
BJEIHDPM_04906,phnF,-4.623766715,4.011054336,-9.873492826,5.27817722262606e-13,6.67984506629284e-13,19.43006993
BJEIHDPM_00843,inference=ab initio prediction:Prodigal:2.6,-4.593869445,3.722423657,-9.868980807,5.35554063600712e-13,6.77596612501929e-13,19.4197176
BJEIHDPM_03344,3.5.1.-,-4.174678447,5.940209458,-9.861681138,5.48313845295554e-13,6.93557760562299e-13,19.43060242
BJEIHDPM_02702,3.1.11.5,-4.38278477,4.520284214,-9.860612187,5.50208012088259e-13,6.95770289858118e-13,19.42102189
BJEIHDPM_03628,cheW_3,-4.48654311,4.565524989,-9.853193003,5.63538410133919e-13,7.12439628617671e-13,19.39429654
BJEIHDPM_04544,yjdF,-4.542338701,3.617710339,-9.850388217,5.68662599987967e-13,7.18728421738807e-13,19.3451401
BJEIHDPM_02821,inference=ab initio prediction:Prodigal:2.6,-4.682193611,3.827591854,-9.844916977,5.78794319902559e-13,7.31341216748916e-13,19.33710675
BJEIHDPM_00133,inference=COORDINATES:profile:Aragorn:1.2,-4.499676989,4.064083718,-9.842869627,5.82632415470848e-13,7.35997094457647e-13,19.34831354
BJEIHDPM_01650,inference=ab initio prediction:Prodigal:2.6,1.711162446,8.423702899,9.830603102,6.06173468436663e-13,7.65533282901986e-13,18.99833378
BJEIHDPM_04950,inference=ab initio prediction:Prodigal:2.6,-4.795176177,3.555940455,-9.82618466,6.14886811111787e-13,7.76333019343717e-13,19.27849922
BJEIHDPM_00471,slyX,-4.826535474,4.315388007,-9.820133972,6.27024964211933e-13,7.91449974553673e-13,19.2708351
BJEIHDPM_01416,fdx_2,-4.426306388,4.054285948,-9.815001064,6.37511858069408e-13,8.04475258184351e-13,19.25843466
BJEIHDPM_04974,hrcQa,-4.991414472,4.647249187,-9.812352315,6.42992662206813e-13,8.11178177163642e-13,19.26458833
BJEIHDPM_00057,pgrR_1,-5.227186323,4.899295233,-9.810912427,6.45992057098915e-13,8.14747932199131e-13,19.25758916
BJEIHDPM_02458,yhfA,-4.496354997,4.307946492,-9.810346739,6.4717429822286e-13,8.160245552211e-13,19.24857859
BJEIHDPM_05309,hisP_2,-4.576923058,3.444189218,-9.805629183,6.57119216591334e-13,8.28346498666092e-13,19.19880678
BJEIHDPM_00971,yqcC,-4.586437445,3.834463807,-9.804292249,6.5996557524933e-13,8.31716070278765e-13,19.20871095
BJEIHDPM_04302,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q882E2",-5.510994227,4.546555501,-9.796480734,6.76847555505975e-13,8.52767502985869e-13,19.19444106
BJEIHDPM_03251,qseB_1,-4.335465423,4.861018358,-9.785848839,7.00529120665054e-13,8.82372506580471e-13,19.18946333
BJEIHDPM_04160,inference=ab initio prediction:Prodigal:2.6,-3.889265611,4.113754435,-9.768446285,7.41114782418261e-13,9.33248449442465e-13,19.12272865
BJEIHDPM_03738,inference=ab initio prediction:Prodigal:2.6,-4.692256699,4.643701208,-9.749575682,7.87818136302162e-13,9.9179937988302e-13,19.06762347
BJEIHDPM_01805,atpC,-4.212132788,3.558474078,-9.748107457,7.91574387899083e-13,9.96266846978154e-13,19.0299928
BJEIHDPM_03168,3.5.4.13,-4.915261705,2.937119202,-9.743719022,8.02909933510699e-13,1.01026868665911e-12,19.004592
BJEIHDPM_02972,3.1.4.14,-4.194328112,4.391804452,-9.741937418,8.07558634465529e-13,1.01585160859766e-12,19.04234936
BJEIHDPM_02137,1.2.1.20,-4.846575553,5.054265998,-9.727286956,8.46833027897348e-13,1.06497686081745e-12,19.00442566
BJEIHDPM_02537,4.3.2.3,-4.069294115,4.91088309,-9.725186008,8.52621435110593e-13,1.07197544330514e-12,19.0060584
BJEIHDPM_05115,mcpS_4,-4.532538686,4.116689726,-9.717376599,8.7449052495484e-13,1.09918282589269e-12,18.95260613
BJEIHDPM_03263,inference=ab initio prediction:Prodigal:2.6,-4.66875578,4.067957152,-9.716873412,8.75918929377897e-13,1.10068995603156e-12,18.94377677
BJEIHDPM_00093,inference=ab initio prediction:Prodigal:2.6,-4.877630278,4.109083181,-9.711271662,8.91980951824264e-13,1.1205802585876e-12,18.91861139
BJEIHDPM_02791,bamD,-4.287618239,3.568430167,-9.699562073,9.2652501504436e-13,1.16367274200416e-12,18.87584936
BJEIHDPM_03975,inference=ab initio prediction:Prodigal:2.6,-4.792527564,3.722016842,-9.696318207,9.36331810180581e-13,1.17568193538896e-12,18.86418508
BJEIHDPM_04247,inference=ab initio prediction:Prodigal:2.6,-4.515063551,3.972026489,-9.696218324,9.36635436770339e-13,1.17575554827645e-12,18.87162639
BJEIHDPM_01007,inference=COORDINATES:profile:Aragorn:1.2,-4.378454624,4.380265874,-9.691055325,9.52466304353117e-13,1.19501584881971e-12,18.88476958
BJEIHDPM_04648,mgrA,-4.859495325,3.713575898,-9.691051967,9.52476687171367e-13,1.19501584881971e-12,18.84994677
BJEIHDPM_05304,1.2.1.71,-4.627750237,3.902250394,-9.687756148,9.62723730165535e-13,1.20755650315327e-12,18.84327179
BJEIHDPM_01411,4.2.99.20,-2.035459888,8.143270111,-9.686669982,9.66125100238808e-13,1.21150623361537e-12,18.61114475
BJEIHDPM_04261,inference=ab initio prediction:Prodigal:2.6,-4.403508406,3.146152587,-9.685828032,9.68770059181045e-13,1.21450562016976e-12,18.82195697
BJEIHDPM_03868,2.7.13.3,-4.5248348,4.915903709,-9.683278204,9.76825016320114e-13,1.22428395229048e-12,18.86450586
BJEIHDPM_03285,desR,-4.491393985,4.023813537,-9.682183207,9.80304893023504e-13,1.22832459050125e-12,18.8361498
BJEIHDPM_00643,rodZ,-4.497486764,2.95399597,-9.677410547,9.95619305389733e-13,1.24718795264039e-12,18.79130994
BJEIHDPM_05135,2.4.2.44,-4.025400373,5.534092557,-9.670249764,1.01905179031324e-12,1.27620812675188e-12,18.82772338
BJEIHDPM_02995,1.18.1.7,-4.645816791,5.082214448,-9.666277173,1.03229118179656e-12,1.29245118221802e-12,18.81803798
BJEIHDPM_00673,inference=ab initio prediction:Prodigal:2.6,-4.592155416,5.035651047,-9.662316716,1.04566330121303e-12,1.30885189945784e-12,18.8050778
BJEIHDPM_00766,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q97PR7",-4.558403104,3.590533046,-9.656660264,1.06506616371788e-12,1.33279074828738e-12,18.73893311
BJEIHDPM_01373,mcpS_2,-5.340022381,4.574593332,-9.645420658,1.10470790473601e-12,1.3820368182555e-12,18.7283675
BJEIHDPM_00393,inference=ab initio prediction:Prodigal:2.6,-3.780814953,4.690660802,-9.619418318,1.20223395844336e-12,1.50365409605673e-12,18.6699134
BJEIHDPM_03323,inference=ab initio prediction:Prodigal:2.6,-4.263684883,4.866232757,-9.59910636,1.2844409631106e-12,1.60605320009583e-12,18.60291154
BJEIHDPM_05190,inference=ab initio prediction:Prodigal:2.6,-4.03160128,2.758540883,-9.596519675,1.29531011150819e-12,1.6192219914373e-12,18.5351957
BJEIHDPM_01200,inference=ab initio prediction:Prodigal:2.6,-4.141807345,4.332745181,-9.581854505,1.35871486770536e-12,1.6980397526349e-12,18.53619122
BJEIHDPM_00913,1.2.1.70,-4.473610733,2.855003202,-9.581119477,1.36197410497735e-12,1.7016698072862e-12,18.49238998
BJEIHDPM_00623,inference=ab initio prediction:Prodigal:2.6,-4.568308212,4.049230246,-9.577905864,1.37631689513113e-12,1.71914231643267e-12,18.50251497
BJEIHDPM_04359,2.7.13.3,-4.706352595,3.956797869,-9.57318317,1.39767253643439e-12,1.74536312837592e-12,18.48363229
BJEIHDPM_00287,minC,-3.677912689,4.012437575,-9.570342889,1.41067708951588e-12,1.76114447257719e-12,18.49040427
BJEIHDPM_01237,1.1.1.313,-4.479570295,5.692306903,-9.565263219,1.4342407813354e-12,1.79009662148988e-12,18.49172867
BJEIHDPM_04512,rbsC_4,-4.910428888,3.328864672,-9.56450604,1.43778712128616e-12,1.79405626496419e-12,18.44874643
BJEIHDPM_02409,apaG,-5.02047723,3.999997409,-9.555718791,1.47959762308448e-12,1.84574707387118e-12,18.43347294
BJEIHDPM_03621,3.1.3.-,-4.469626528,4.323103171,-9.555634046,1.4800067770922e-12,1.84577768276129e-12,18.45455668
BJEIHDPM_03843,inference=ab initio prediction:Prodigal:2.6,-5.020610228,3.983468758,-9.549718391,1.50885237753186e-12,1.88085022878997e-12,18.4098761
BJEIHDPM_03098,inference=ab initio prediction:Prodigal:2.6,-4.261241208,3.774016465,-9.549706084,1.50891297787901e-12,1.88085022878997e-12,18.40592202
BJEIHDPM_03097,2.1.3.-,-4.890833147,3.717493839,-9.548020156,1.51723776000719e-12,1.89073591541794e-12,18.40087105
BJEIHDPM_03982,2.7.1.15,-4.900292014,4.133332772,-9.546694443,1.52381646834644e-12,1.89844112969744e-12,18.40786942
BJEIHDPM_02437,inference=ab initio prediction:Prodigal:2.6,-4.216134252,3.678275287,-9.542643675,1.54409722206894e-12,1.92320855663349e-12,18.38085033
BJEIHDPM_01697,inference=ab initio prediction:Prodigal:2.6,-4.786876315,4.280997868,-9.541409783,1.55032893777515e-12,1.9304692715057e-12,18.39769202
BJEIHDPM_02689,3.6.3.17,-4.947478148,3.556284233,-9.541317334,1.55079687271517e-12,1.93055102260962e-12,18.37978778
BJEIHDPM_02377,3.1.1.61,-4.333539621,4.816988421,-9.531292982,1.6023919029997e-12,1.99426315936088e-12,18.38490078
BJEIHDPM_04557,leuO_1,-4.307104932,3.916983094,-9.524181845,1.64004186206351e-12,2.04059136532091e-12,18.34381422
BJEIHDPM_03294,inference=ab initio prediction:Prodigal:2.6,-4.12264926,5.556673888,-9.521849692,1.65258322276252e-12,2.05566274910247e-12,18.35581718
BJEIHDPM_02325,inference=ab initio prediction:Prodigal:2.6,-4.15514531,3.017672973,-9.502347169,1.76132921716592e-12,2.19036509799929e-12,18.24166724
BJEIHDPM_03690,inference=ab initio prediction:Prodigal:2.6,-4.517365468,4.29950362,-9.496524948,1.79517561990167e-12,2.23187766836998e-12,18.25660196
BJEIHDPM_03184,inference=ab initio prediction:Prodigal:2.6,-4.486514231,3.882013662,-9.492262737,1.82036940111818e-12,2.26261402640926e-12,18.2285615
BJEIHDPM_00897,inference=ab initio prediction:Prodigal:2.6,-4.613034155,3.355278765,-9.488296676,1.8441336357967e-12,2.29155808342527e-12,18.20639134
BJEIHDPM_03117,1.16.1.9,-4.888922923,3.898552255,-9.485111642,1.86344491851604e-12,2.31495525859655e-12,18.20545163
BJEIHDPM_04311,inference=COORDINATES:profile:Aragorn:1.2,-4.648310202,2.678359172,-9.480736671,1.89030468626774e-12,2.34771536992725e-12,18.17404036
BJEIHDPM_00910,2.7.7.80,-4.581961751,3.571947295,-9.47660437,1.91603396795398e-12,2.37905485438839e-12,18.17436024
BJEIHDPM_00042,1.13.12.22,-4.655135573,3.681334656,-9.476475249,1.91684360238343e-12,2.37944450280343e-12,18.17412273
BJEIHDPM_04183,ywnA,-4.403405674,4.221057922,-9.475095903,1.92551421661847e-12,2.38958953337265e-12,18.19164831
BJEIHDPM_03411,inference=ab initio prediction:Prodigal:2.6,-3.554081599,5.159790013,-9.473641781,1.9346978076175e-12,2.40036576493184e-12,18.2044613
BJEIHDPM_04213,inference=ab initio prediction:Prodigal:2.6,-4.047316441,3.464673057,-9.453047509,2.06961951259234e-12,2.56709848563728e-12,18.09453811
BJEIHDPM_05000,inh,-4.543445548,3.360309059,-9.451737342,2.07851805542733e-12,2.57746980568366e-12,18.09166122
BJEIHDPM_04372,inference=ab initio prediction:Prodigal:2.6,-4.902292208,3.745039871,-9.440395591,2.15718511278394e-12,2.67432998094811e-12,18.06289921
BJEIHDPM_04120,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WMJ1",-4.46772938,3.917425766,-9.432943191,2.2105073176229e-12,2.73972743214677e-12,18.04576508
BJEIHDPM_04990,inference=ab initio prediction:Prodigal:2.6,-4.477138621,3.779246821,-9.415934465,2.33725078531093e-12,2.89606674895615e-12,17.99012513
BJEIHDPM_03157,inference=ab initio prediction:Prodigal:2.6,-4.386322853,4.400883955,-9.41448934,2.34835224338237e-12,2.90907135157253e-12,18.00378014
BJEIHDPM_04236,inference=ab initio prediction:Prodigal:2.6,-4.780829241,3.711034557,-9.408566386,2.3944121054714e-12,2.96536353397606e-12,17.96102128
BJEIHDPM_03324,1.6.5.2,-4.794542155,4.464588493,-9.387385689,2.56672585047519e-12,3.17794565439382e-12,17.91281325
BJEIHDPM_01802,2.6.1.16,-4.399227812,3.16324978,-9.384764676,2.58890283446559e-12,3.20457691581129e-12,17.87897357
BJEIHDPM_03471,2.7.2.4,-4.445030706,3.550168469,-9.379278245,2.63595380108481e-12,3.26197583584477e-12,17.86388421
BJEIHDPM_00394,inference=ab initio prediction:Prodigal:2.6,-4.706413524,3.540332112,-9.377423392,2.65205551014298e-12,3.28105552801654e-12,17.86159565
BJEIHDPM_03446,ssuC_4,-4.300656822,3.824726956,-9.376160854,2.6630722509917e-12,3.29383601353329e-12,17.86204726
BJEIHDPM_04573,inference=ab initio prediction:Prodigal:2.6,-4.807887462,4.226055385,-9.358495586,2.82215835785457e-12,3.48970315881063e-12,17.81232308
BJEIHDPM_04737,inference=ab initio prediction:Prodigal:2.6,-5.029747313,3.983803848,-9.353277214,2.87096594374309e-12,3.54914105204098e-12,17.79124097
BJEIHDPM_00788,4.2.2.3,-4.890042125,5.019236565,-9.339453893,3.00441950704299e-12,3.71316230087543e-12,17.76853528
BJEIHDPM_04621,mopR,-4.700153498,4.229153471,-9.333434644,3.0644737245002e-12,3.78640818843369e-12,17.73513538
BJEIHDPM_00162,inference=ab initio prediction:Prodigal:2.6,-4.735899516,4.272939346,-9.324507069,3.15578601638575e-12,3.89822833787265e-12,17.71364803
BJEIHDPM_05164,inference=ab initio prediction:Prodigal:2.6,-4.982851832,4.126676692,-9.32437113,3.15719747196596e-12,3.8989682624716e-12,17.70694125
BJEIHDPM_02392,inference=ab initio prediction:Prodigal:2.6,-4.751538306,4.432102222,-9.323232073,3.16904935322905e-12,3.91259785082228e-12,17.71207469
BJEIHDPM_04278,1.1.1.93,-4.48092251,4.623130635,-9.316632415,3.23860912642897e-12,3.99744989653617e-12,17.69270829
BJEIHDPM_00552,comR_2,-4.437464839,4.673668486,-9.309846826,3.31173797511993e-12,4.0866625205967e-12,17.67258754
BJEIHDPM_03410,inference=ab initio prediction:Prodigal:2.6,-2.056044809,8.044397455,-9.308681121,3.32446780514294e-12,4.10131645164035e-12,17.39929895
BJEIHDPM_00664,inference=COORDINATES:profile:Aragorn:1.2,-4.961575257,3.283351277,-9.300297076,3.41749253861617e-12,4.21499529499332e-12,17.61427433
BJEIHDPM_03723,inference=ab initio prediction:Prodigal:2.6,-4.58086616,4.204189709,-9.299645028,3.42483661356376e-12,4.2229678593249e-12,17.62678917
BJEIHDPM_00029,2.3.1.179,-4.013430526,3.397096566,-9.29114117,3.52208955310495e-12,4.34176926929121e-12,17.58606939
BJEIHDPM_00530,2.7.4.22,-4.537604022,3.746114263,-9.281909063,3.63083371876148e-12,4.47467155016341e-12,17.56778802
BJEIHDPM_03181,secA_2,-4.396566136,4.431473434,-9.281177518,3.63959424049859e-12,4.48431649811367e-12,17.57662252
BJEIHDPM_02427,inference=ab initio prediction:Prodigal:2.6,-5.566987103,3.946872063,-9.279601187,3.65854406820952e-12,4.506507439255e-12,17.55654701
BJEIHDPM_04971,3.6.3.14,-4.617248464,3.638791744,-9.272637574,3.74345724262061e-12,4.60991822102548e-12,17.52580094
BJEIHDPM_01471,4.1.1.37,-4.140429058,4.953738382,-9.261166172,3.88770296669323e-12,4.78632286740913e-12,17.52202454
BJEIHDPM_02754,2.1.2.1,-4.56330694,2.662861829,-9.25511866,3.96599442904612e-12,4.88145864708703e-12,17.46087843
BJEIHDPM_00304,inference=ab initio prediction:Prodigal:2.6,-4.351954713,3.564355278,-9.253445525,3.98793495038143e-12,4.9072050838155e-12,17.46641067
BJEIHDPM_00065,mbtH_1,-5.042823611,3.638691578,-9.248302117,4.05615361930598e-12,4.98986957678785e-12,17.45125496
BJEIHDPM_00208,1.1.1.47,-4.317644209,4.25126687,-9.247244621,4.07032501045593e-12,5.00601991931779e-12,17.46667409
BJEIHDPM_02998,inference=ab initio prediction:Prodigal:2.6,-4.21135298,4.92092529,-9.238956172,4.18314441943961e-12,5.14345633330532e-12,17.45103196
BJEIHDPM_02932,mscS_2,-4.719717007,4.635688991,-9.235316683,4.23367714800813e-12,5.20425630975692e-12,17.43139155
BJEIHDPM_04727,3.2.-.-,-4.338763626,4.403266743,-9.234820265,4.24061733312974e-12,5.21145264575918e-12,17.42556714
BJEIHDPM_03456,cpxR,-4.701739332,4.057005741,-9.233260294,4.26250145524438e-12,5.23700575620015e-12,17.40623812
BJEIHDPM_05315,inference=ab initio prediction:Prodigal:2.6,-4.74284216,4.079076218,-9.22827171,4.33325285563987e-12,5.32256986286556e-12,17.39569547
BJEIHDPM_03612,fliP_1,2.601029747,8.449846627,9.226053407,4.36509429767952e-12,5.36030899042067e-12,17.02316949
BJEIHDPM_04515,2.7.1.30,-4.558367615,4.60962068,-9.224656604,4.38526512431492e-12,5.38370103136028e-12,17.40231725
BJEIHDPM_03707,inference=ab initio prediction:Prodigal:2.6,-4.395030405,2.985332749,-9.224308328,4.39030913353656e-12,5.38851496978055e-12,17.36606355
BJEIHDPM_04259,yscL,-4.605671099,2.859803213,-9.215872685,4.5142874146372e-12,5.53870020345526e-12,17.3393024
BJEIHDPM_03105,3.5.99.5,-4.366956204,3.315912338,-9.215826135,4.51498128691747e-12,5.53870020345526e-12,17.34835564
BJEIHDPM_04338,inference=ab initio prediction:Prodigal:2.6,-4.77405613,3.634729759,-9.214278869,4.53810600250537e-12,5.56564546537779e-12,17.34384248
BJEIHDPM_02804,inference=ab initio prediction:Prodigal:2.6,-4.69994595,4.023677164,-9.213332823,4.55230407120675e-12,5.58163189517659e-12,17.34814252
BJEIHDPM_03847,2.7.13.3,-4.419804678,4.674300144,-9.208275656,4.62896570223025e-12,5.67417788122682e-12,17.34986999
BJEIHDPM_04588,1.14.12.7,-4.969969832,3.369846608,-9.197564843,4.79566572254473e-12,5.8770173142217e-12,17.28667598
BJEIHDPM_03286,inference=ab initio prediction:Prodigal:2.6,-4.424075093,4.251028121,-9.194652954,4.84202521893228e-12,5.93231529886546e-12,17.29546749
BJEIHDPM_05200,inference=ab initio prediction:Prodigal:2.6,-4.683439917,3.695485735,-9.189024464,4.93292245931407e-12,6.04213754013481e-12,17.26311505
BJEIHDPM_02703,3.1.11.5,-4.252465845,3.99010526,-9.188520243,4.94114902402919e-12,6.05066960099926e-12,17.27876598
BJEIHDPM_01913,3.6.3.-,-4.939420814,3.204254526,-9.177816974,5.11908475130266e-12,6.26696115344425e-12,17.22093794
BJEIHDPM_03644,inference=ab initio prediction:Prodigal:2.6,-4.71774279,3.891699917,-9.16965458,5.25911935903131e-12,6.43675434939844e-12,17.20643619
BJEIHDPM_02738,yagT_2,-4.499001143,3.5601061,-9.159631831,5.4363761010059e-12,6.65200635102685e-12,17.17164858
BJEIHDPM_02996,2.7.1.40,-4.262422612,4.02827371,-9.14835922,5.64296065651711e-12,6.90302528438074e-12,17.14351966
BJEIHDPM_03164,6.1.1.10,-4.594663065,4.326383575,-9.144684172,5.71201044952631e-12,6.9857130854426e-12,17.13224647
BJEIHDPM_00796,1.1.1.381,-4.382217562,3.635320535,-9.140715157,5.78754256146282e-12,7.07628452291976e-12,17.10982301
BJEIHDPM_01884,inference=ab initio prediction:Prodigal:2.6,-4.524069969,4.186851296,-9.140136479,5.79863903649817e-12,7.08804603569911e-12,17.11686111
BJEIHDPM_01126,inference=ab initio prediction:Prodigal:2.6,-4.363957896,3.802746721,-9.136233361,5.87404681559737e-12,7.17839334556959e-12,17.10370604
BJEIHDPM_04456,2.5.1.29,-4.416421703,4.427135853,-9.134901739,5.89999959482275e-12,7.20827343573177e-12,17.10892069
BJEIHDPM_03366,inference=ab initio prediction:Prodigal:2.6,-4.409935318,3.621910706,-9.133940765,5.91880049908982e-12,7.22940279845559e-12,17.08496802
BJEIHDPM_01065,rpoE_1,-4.265898761,4.836921167,-9.129297717,6.01049524592887e-12,7.33953350768769e-12,17.09701716
BJEIHDPM_03911,inference=ab initio prediction:Prodigal:2.6,-4.715759339,4.274990528,-9.122192154,6.15360806927826e-12,7.51237983323999e-12,17.06588367
BJEIHDPM_04032,inference=ab initio prediction:Prodigal:2.6,-4.045539249,3.715714803,-9.110573051,6.39508346397749e-12,7.80518960926448e-12,17.01463772
BJEIHDPM_02453,4.1.3.27,-4.556037172,3.973469287,-9.095601396,6.7204046875668e-12,8.20015817331123e-12,16.97301462
BJEIHDPM_01025,ratA,-4.407732586,3.643212937,-9.091167833,6.81991333889562e-12,8.31946215387903e-12,16.95144228
BJEIHDPM_02844,4.2.2.-,-4.196261892,3.522034218,-9.084324298,6.97644208345686e-12,8.50824537700368e-12,16.92738291
BJEIHDPM_04192,inference=ab initio prediction:Prodigal:2.6,-4.27330422,2.941161435,-9.080565635,7.06395072850737e-12,8.61277935622634e-12,16.90508174
BJEIHDPM_03972,inference=ab initio prediction:Prodigal:2.6,-4.873437747,3.241940198,-9.079683839,7.08464063920137e-12,8.63581164021524e-12,16.90995987
BJEIHDPM_00934,inference=ab initio prediction:Prodigal:2.6,-4.64914634,3.294311961,-9.079440548,7.09035981675835e-12,8.64058830894447e-12,16.91155434
BJEIHDPM_03720,1.2.1.-,-3.949485324,4.727410365,-9.068306011,7.35715797776643e-12,8.9634427863166e-12,16.89958493
BJEIHDPM_00125,5.2.1.8,-4.276187906,3.862506423,-9.065335624,7.43003034763076e-12,9.04992782697463e-12,16.87992886
BJEIHDPM_01273,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AGM2",-4.45026293,4.452823745,-9.060267194,7.55606116047257e-12,9.20110061129355e-12,16.86852272
BJEIHDPM_03594,inference=ab initio prediction:Prodigal:2.6,-5.084972593,4.183221074,-9.057017088,7.63801174020666e-12,9.29853331843018e-12,16.84818416
BJEIHDPM_05189,lutA_2,-4.722546593,3.686024735,-9.037086163,8.16057258018374e-12,9.93218052556474e-12,16.77946985
BJEIHDPM_02970,ydhP_1,-4.825587767,3.346582548,-9.036034191,8.18913616783733e-12,9.96441796892783e-12,16.77077297
BJEIHDPM_04710,inference=ab initio prediction:Prodigal:2.6,-4.480806436,3.907527386,-8.994862548,9.39006772265365e-12,1.14227972119176e-11,16.65178455
BJEIHDPM_04507,1.1.1.14,-4.178199271,3.288416258,-8.993400845,9.43583053035377e-12,1.14755577078479e-11,16.62699568
BJEIHDPM_03817,inference=ab initio prediction:Prodigal:2.6,-4.249000882,3.570485083,-8.991268723,9.50298686397358e-12,1.15543030048668e-11,16.63201239
BJEIHDPM_01500,2.3.1.30,-5.134430162,4.712562632,-8.974360166,1.00529430340358e-11,1.22198768035304e-11,16.59137716
BJEIHDPM_01176,lrp_1,-4.99266948,5.056393588,-8.972999322,1.00985783601559e-11,1.22722404533775e-11,16.59033548
BJEIHDPM_05208,inference=ab initio prediction:Prodigal:2.6,-4.167016791,4.325512074,-8.97031336,1.01892657388783e-11,1.23793129825005e-11,16.57907029
BJEIHDPM_04579,1.1.1.1,-4.586909346,3.699881563,-8.969613706,1.02130232074072e-11,1.24050362876101e-11,16.56015576
BJEIHDPM_05138,3.4.21.88,-4.033953751,2.678562759,-8.961352766,1.04977968149555e-11,1.27477041788896e-11,16.51555755
BJEIHDPM_03503,rutR_4,-4.778444027,3.526719516,-8.96075279,1.05187890068273e-11,1.27699641901756e-11,16.52765332
BJEIHDPM_00812,inference=ab initio prediction:Prodigal:2.6,-4.636548369,4.140949383,-8.949427748,1.09230821929581e-11,1.32574282862938e-11,16.50507541
BJEIHDPM_04097,5.99.1.2,-4.784386781,4.196281278,-8.945202808,1.10778957961586e-11,1.3441927162014e-11,16.49573268
BJEIHDPM_02466,erpA,-4.466768596,3.46963094,-8.944588397,1.11005933202409e-11,1.34660635348423e-11,16.47891517
BJEIHDPM_03793,inference=ab initio prediction:Prodigal:2.6,-3.627712499,5.415336874,-8.942177834,1.11900984807052e-11,1.35712111723286e-11,16.47778086
BJEIHDPM_03908,5.3.3.-,-4.199628217,3.411022129,-8.942036987,1.11953506726223e-11,1.35741505502563e-11,16.46866585
BJEIHDPM_00659,secF,-4.386605715,3.360743035,-8.935174267,1.1454299333126e-11,1.38846129072168e-11,16.44618027
BJEIHDPM_01118,inference=ab initio prediction:Prodigal:2.6,-4.233665033,3.324081812,-8.930971532,1.16158567811161e-11,1.40768931041859e-11,16.43255915
BJEIHDPM_00566,inference=ab initio prediction:Prodigal:2.6,-3.922675531,4.215624258,-8.926847765,1.17766148352232e-11,1.42681076986206e-11,16.43758723
BJEIHDPM_01751,inference=ab initio prediction:Prodigal:2.6,-3.893407305,3.660496529,-8.92446863,1.1870381201528e-11,1.43780816219417e-11,16.41924896
BJEIHDPM_00962,inference=COORDINATES:profile:Aragorn:1.2,-4.327837517,3.439340061,-8.912418003,1.23570262865441e-11,1.49637570399003e-11,16.37388411
BJEIHDPM_03094,recO,-4.384790872,4.249693051,-8.900015054,1.28789488042536e-11,1.55918454368348e-11,16.34549733
BJEIHDPM_04405,inference=ab initio prediction:Prodigal:2.6,-3.99989557,4.550127053,-8.893047875,1.31818361844196e-11,1.59545099240932e-11,16.33001652
BJEIHDPM_03442,1.13.11.-,-4.732652645,3.650092388,-8.891527763,1.32488706149053e-11,1.60316011298363e-11,16.30698084
BJEIHDPM_02866,ptsN,-4.28272672,3.985563203,-8.888876536,1.33666099446778e-11,1.61699927210761e-11,16.30849733
BJEIHDPM_03689,inference=ab initio prediction:Prodigal:2.6,-4.456364737,4.537530722,-8.886307987,1.34816849538816e-11,1.63050922615116e-11,16.30508093
BJEIHDPM_03987,capB_2,-4.362206146,3.843095017,-8.872947631,1.40965802449439e-11,1.70444667663104e-11,16.25863405
BJEIHDPM_04847,nodD2_1,-4.32939308,3.11160713,-8.872562207,1.41147330430337e-11,1.7062116844715e-11,16.23511344
